,0,1,2,3,4,Dominant_Topic_NMF
2015-PDs-GESCH.txt,0.8550302436622468,0.14496975633775325,0.0,0.0,0.0,0
2016-PDf-GESCH.txt,0.47704793998608014,0.019004818039633945,0.009806967038480182,0.12556214742471875,0.3685781275110868,0
2019-PDk-GESCH.txt,0.8923835577195294,0.0,0.0,0.012366986221223671,0.09524945605924706,0
2019-PDh-GESCH.txt,1.0,0.0,0.0,0.0,0.0,0
2014-PDq-GESCH.txt,1.0,0.0,0.0,0.0,0.0,0
2014-PDp-GESCH.txt,0.3320182470193599,0.03724664902084725,0.2802501322463355,0.2404595243412652,0.11002544737219216,0
2014-PDm-GESCH.txt,1.0,0.0,0.0,0.0,0.0,0
2020-PDb-GESCH.txt,0.7558240588412979,0.00765659022873992,0.0,0.07382539907163903,0.16269395185832297,0
2021-WMf-GESCH.txt,0.4610229877265976,0.16729146131964692,0.0,0.36730150723939203,0.004384043714363526,0
2020-PDk-GESCH.txt,0.6879889262437419,0.29854759532421404,0.0,0.01346347843204404,0.0,0
2022-PDg-GESCH.txt,,,,,,0
2018-PRh-GESCH.txt,0.9519780891124114,0.044096533904774284,0.0,0.0039253769828143876,0.0,0
2022-PDh-GESCH.txt,0.8323631150055256,0.11505778433709932,0.0,0.023270047465234027,0.029309053192141103,0
2022-PDm-GESCH.txt,0.8736077325359649,0.06709117998720197,0.0,0.059301087476833186,0.0,0
2019-PRe-GESCH.txt,1.0,0.0,0.0,0.0,0.0,0
2017-PDd-GESCH.txt,0.8875991186847749,0.03089745101643613,0.012307213494524316,0.0,0.06919621680426456,0
2015-PRc-GESCH.txt,0.4915580078089847,0.10480777606113202,0.013389054908234587,0.04699115501060555,0.3432540062110432,0
2020-WMh-GESCH.txt,0.9868260134375703,0.0,0.0131739865624297,0.0,0.0,0
2018-PDt-GESCH.txt,,,,,,0
2013-PRd-GESCH.txt,,,,,,0
2017-PDo-GESCH.txt,,,,,,0
2022-WMa-GESCH.txt,1.0,0.0,0.0,0.0,0.0,0
2021-PDg-GESCH.txt,0.9913327895839802,0.0,0.0,0.008667210416019767,0.0,0
2015-PDr-GESCH.txt,0.5574792053540296,0.056662525921523876,0.0,0.2676844870350498,0.11817378168939673,0
2022-WMf-GESCH.txt,0.8267587776407799,0.17324122235922015,0.0,0.0,0.0,0
2013-PDr-GESCH.txt,0.8346634312394757,0.0,0.16181145434335714,0.0,0.003525114417167119,0
2018-PRe-GESCH.txt,,,,,,0
2023-PDe-GESCH.txt,0.9764927669757878,0.023507233024212097,0.0,0.0,0.0,0
2018-PDj-GESCH.txt,0.7402450122378252,0.013878637212708888,0.014395500577915952,0.23148084997154986,0.0,0
2017-PRd-GESCH.txt,0.5097671402729226,0.0,0.0,0.4902328597270773,0.0,0
2020-PDs-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2020-PDr-GESCH.txt,0.18889642289465342,0.7706693406923201,0.017400521044340693,0.023033715368685957,0.0,1
2016-PDb-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2020-PDg-GESCH.txt,0.09447033432988243,0.28427877200502527,0.1809952501920055,0.1848811452493226,0.2553744982237642,1
2019-WMh-GESCH.txt,0.0,0.8284207674455829,0.17157923255441707,0.0,0.0,1
2016-PDg-GESCH.txt,0.01507143963619709,0.5051364568660476,0.15613434538970533,0.04190068494405325,0.2817570731639966,1
2019-PDe-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2019-PRg-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2016-PDt-GESCH.txt,0.022847726155288486,0.829690902761403,0.0,0.05106205216340976,0.09639931891989886,1
2019-PDg-GESCH.txt,0.03434751638528998,0.35115151584164656,0.1404929521134053,0.1466152347810777,0.3273927808785805,1
2016-PRd-GESCH.txt,0.0,0.5386388434302015,0.46136115656979854,0.0,0.0,1
2020-PRc-GESCH.txt,0.02084733733508501,0.7091755261735087,0.0,0.0,0.26997713649140626,1
2016-PRi-GESCH.txt,0.0013212405846066754,0.5344058921860836,0.0,0.46427286722930977,0.0,1
2018-WMa-GESCH.txt,0.0,0.8940122458266432,0.02810185879103028,0.0,0.07788589538232653,1
2017-PDc-GESCH.txt,0.0,0.3045490807092687,0.18681652369112528,0.25400870076116405,0.25462569483844194,1
2018-PDu-GESCH.txt,0.0,0.9976762252272414,0.0023237747727586603,0.0,0.0,1
2018-PDm-GESCH.txt,0.0,0.549712733453086,0.039083889395113675,0.0,0.41120337715180016,1
2017-PDu-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2017-PRe-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2017-PRg-GESCH.txt,0.08275296735412713,0.4039719493062509,0.08177081025657519,0.35464731297391816,0.07685696010912862,1
2016-PDh-GESCH.txt,0.12032892457660646,0.8272124775892354,0.012457118404254681,0.04000147942990346,0.0,1
2020-PRd-GESCH.txt,0.0,1.0,0.0,0.0,0.0,1
2023-PRb-GESCH.txt,0.3637457616044132,0.36781448163388575,0.01631872400851792,0.25212103275318315,0.0,1
2014-PDo-GESCH.txt,0.02521385553963734,0.760263888361013,0.2145222560993496,0.0,0.0,1
2021-PRe-GESCH.txt,0.0268716334282505,0.46278857313248745,0.13905881122495917,0.0,0.37128098221430295,1
2014-PDt-GESCH.txt,0.0,0.7076913207344704,0.1681569132734601,0.0,0.12415176599206958,1
2021-WMa-GESCH.txt,0.11020916176140569,0.6297874683112804,0.17410862366875507,0.0,0.08589474625855881,1
2015-PDo-GESCH.txt,0.012672847911229057,0.9582602091914829,0.029066942897288037,0.0,0.0,1
